[  816118ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=UuFCGcpK1-oB8H0vecZzR' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/05sp_next_dist_client_0qd03un._.js:13299
[  817121ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=UuFCGcpK1-oB8H0vecZzR' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/05sp_next_dist_client_0qd03un._.js:13299
[  818125ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=UuFCGcpK1-oB8H0vecZzR' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/05sp_next_dist_client_0qd03un._.js:13299
[  818804ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:4001/health:0
[  819129ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=UuFCGcpK1-oB8H0vecZzR' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/05sp_next_dist_client_0qd03un._.js:13299
[  820130ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=UuFCGcpK1-oB8H0vecZzR' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/05sp_next_dist_client_0qd03un._.js:13299
[  823804ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:4001/health:0
[  825137ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=UuFCGcpK1-oB8H0vecZzR' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/05sp_next_dist_client_0qd03un._.js:13299
[  828805ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:4001/health:0
[  830148ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=UuFCGcpK1-oB8H0vecZzR' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/05sp_next_dist_client_0qd03un._.js:13299
[  833804ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:4001/health:0
[  835158ms] [ERROR] WebSocket connection to 'ws://localhost:3000/_next/webpack-hmr?id=UuFCGcpK1-oB8H0vecZzR' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/_next/static/chunks/05sp_next_dist_client_0qd03un._.js:13299
[  838803ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:4001/health:0
[  840182ms] [LOG] [HMR] connected @ http://localhost:3000/_next/static/chunks/05sp_next_dist_06nhzes._.js:2431
[  841672ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://localhost:3000/_next/static/chunks/05sp_next_dist_06nhzes._.js:2431
[  841696ms] [LOG] [HMR] connected @ http://localhost:3000/_next/static/chunks/05sp_next_dist_06nhzes._.js:2431
[  841787ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:4001/health:0
[  841830ms] [ERROR] Failed to load resource: the server responded with a status of 500 (Internal Server Error) @ http://localhost:3000/api/auth/get-session:0
[  841864ms] [ERROR] Failed to load resource: the server responded with a status of 500 (Internal Server Error) @ http://localhost:3000/trpc/sso.getProviders:0
[ 1648133ms] [LOG] [Fast Refresh] rebuilding @ http://localhost:3000/_next/static/chunks/05sp_next_dist_06nhzes._.js:2431
[ 1648230ms] [LOG] [Fast Refresh] done in 197ms @ http://localhost:3000/_next/static/chunks/05sp_next_dist_06nhzes._.js:2431
[ 1701777ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:4001/health:0
[ 1706777ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:4001/health:0
[ 1711777ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:4001/health:0
[ 1716777ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:4001/health:0
[ 1721776ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://localhost:4001/health:0
[ 1724823ms] [LOG] [Fast Refresh] rebuilding @ http://localhost:3000/_next/static/chunks/05sp_next_dist_06nhzes._.js:2431
